sentence,polarity,Survey ID,cat,SVM_Predicted,NB_Predicted
"This is my second HP printer where I have subscribe to the instant ink. The print head on the first printer failed after several years. Based on my experience, I purchased the current printer. 
I was disappointed to discover that the 8025e does not scan double sided documents -- although it does copy 2 sided pages. 
I am also having issues with either my printer head or cartridges. I have cleaned the printhead multiple times and it has not solved the problem. Upon examination of the cartridges, I discovered that the color cartridges are contaminated with a dark ink. I have tried to clean them by blotting with a paper towel to no avail. 
The website does not provide any support for this issue. 
When I went to a chat and described the issue, I was told that I could talk to a person but would have to pay for the $1 initial fee, which would then be reimbursed. When I followed directions, I was then informed that I was being billed for $56. I didn't complete the purchase as it was an unexpected charge.",Negative,371331476,Product Quality,Positive,Positive
"This is my second HP printer where I have subscribe to the instant ink. The print head on the first printer failed after several years. Based on my experience, I purchased the current printer. 
I was disappointed to discover that the 8025e does not scan double sided documents -- although it does copy 2 sided pages. 
I am also having issues with either my printer head or cartridges. I have cleaned the printhead multiple times and it has not solved the problem. Upon examination of the cartridges, I discovered that the color cartridges are contaminated with a dark ink. I have tried to clean them by blotting with a paper towel to no avail. 
The website does not provide any support for this issue. 
When I went to a chat and described the issue, I was told that I could talk to a person but would have to pay for the $1 initial fee, which would then be reimbursed. When I followed directions, I was then informed that I was being billed for $56. I didn't complete the purchase as it was an unexpected charge.",Negative,371331476,Customer Service,Positive,Positive
It is an ok very basic printer for the price.  Printers and ink are too high as it is.  Getting a better quality printer is too expensive these days.  It does the printing fine.  Scanning is one sheet at a time which sometimes is a big of a hassle.  Wish I understood the function buttons better.,Positive,371331546,Price,Positive,Positive
It is an ok very basic printer for the price.  Printers and ink are too high as it is.  Getting a better quality printer is too expensive these days.  It does the printing fine.  Scanning is one sheet at a time which sometimes is a big of a hassle.  Wish I understood the function buttons better.,Positive,371331546,Product Quality,Positive,Positive
"Because it ran out of ink within a month and my husband, the only one who uses it, didn't print that any pages. Also won't hook up to my laptop.",Negative,371332062,Others,Negative,Negative
Difficult to tell if ink is running out and although I am registering to get ink when needed it hasn't turned up. Several phone calls later and I have been told it will be here this week. Have been without ink for 2 weeks and therefore cannot use printer.,Negative,371332774,Customer Service,Negative,Negative
It would be good for somebody who uses the printer all the time. I didn't realize I had to pay a monthly fee. I had to refill my black ink and have not gotten a refill it's been about a week. You were also charging me $4.24 for 2 months and now it has gone up to $5.30 with no explanation,Negative,371332901,Price,Positive,Positive
It would be good for somebody who uses the printer all the time. I didn't realize I had to pay a monthly fee. I had to refill my black ink and have not gotten a refill it's been about a week. You were also charging me $4.24 for 2 months and now it has gone up to $5.30 with no explanation,Negative,371332901,Product Quality,Positive,Positive
It would be good for somebody who uses the printer all the time. I didn't realize I had to pay a monthly fee. I had to refill my black ink and have not gotten a refill it's been about a week. You were also charging me $4.24 for 2 months and now it has gone up to $5.30 with no explanation,Negative,371332901,Customer Service,Positive,Positive
"The service is excellent...no need to look for a store where you can find suitable ink cartridges. The thing is, stores sell these devices, but say, after a year, the ink cartridges may no longer be on sale. If you ask, they will compare the price. There is often a suggestion: buy a new printer...in this way, it's so-called waste accumulates in the world. So this system of yours is good for our whole EARTH!!! One problem I have: how could I change my payment account to my normal current account so that I could personally make the payment. So I would not like to use the visa fee. Hi. Pertti Savolainen Parkkalinniementie 3 , 57810 Savonlinna Finland tel. 0504902481",Positive,371333708,Customer Service,Negative,Positive
"Printer is quite good at printing both type and photos.
Took off two stars (could have been more) because the ink price is way too high.",Negative,371333844,Price,Negative,Positive
"Printer is quite good at printing both type and photos.
Took off two stars (could have been more) because the ink price is way too high.",Negative,371333844,Product Quality,Negative,Positive
"We can not the printer to work properly. 
It doesn’t link up to our iPhones and if it does manage to print from the computer it’s poor quality even with a new ink cartridge.",Negative,371333983,Others,Negative,Negative
"I have had this service for a couple of years. I got a new printer and it was a nightmare to get it transferred over. 

I like to keep two extra cartridges in house, as I sometimes need to do a WHOLE LOT of printing at one time. And I found out I can’t use store bought ink if I run out. 

I don’t remember the exact things I went through, but I could not get a person on the phone. All I remember is being very upset. 

And it’s annoying because I really loved the service.",Negative,371334094,Customer Service,Negative,Positive
Since I bought this printer you’ve yet to send me ink so I’m presuming when I need it you’ll send it. I do trust that. It’s always been amazing in the past.,Negative,371335332,Product Quality,Positive,Positive
Since I bought this printer you’ve yet to send me ink so I’m presuming when I need it you’ll send it. I do trust that. It’s always been amazing in the past.,Negative,371335332,Customer Service,Positive,Positive
"Our HP printer is efficient & works well for us. Only negative side is the ink cartridges are very expensive, about 2/3rds of the cost of the printer.",Negative,371335706,Price,Negative,Positive
"Our HP printer is efficient & works well for us. Only negative side is the ink cartridges are very expensive, about 2/3rds of the cost of the printer.",Negative,371335706,Product Quality,Negative,Positive
I was supposed to receive a year of free ink and nothing has arrived in the mail.  Additionally the color ink has run out much more quickly than marketed.,Negative,371336260,Product Quality,Negative,Negative
I was supposed to receive a year of free ink and nothing has arrived in the mail.  Additionally the color ink has run out much more quickly than marketed.,Negative,371336260,Customer Service,Negative,Negative
I was supposed to receive a year of free ink and nothing has arrived in the mail.  Additionally the color ink has run out much more quickly than marketed.,Negative,371336260,Delivery,Negative,Negative
"It was easy to set up and takes up very little space; was also a reasonable price. HP ink cartridges expensive and have to be changed out quite frequently even though ours aren’t very big print jobs. Even more expensive then to have to send print jobs to a store to be printed then picked up. Also when cartridges changed out, the new scanner recalibration process wasn’t straightforward and also takes time to go through. If I didn’t have to print papers and presentations on the fly, I wouldn’t have this printer. I just now need to keep extra cartridge on gand a leave time for the inconvenient setup and test print.",Positive,371336498,Price,Negative,Negative
I have no support from HP even though I contacted them regarding the ink cartridges.  I finally called them and thankfully I spoke to someone who listened to my concerns,Negative,371336722,Customer Service,Positive,Negative
Months ago I enrolled the program. It’s my first review. Unsure if will continue. Positive is the cheap prices. Negative (or wondering) is that I want to make the decision of ordering new cartridges not let the system order and charge me. Tks,Negative,371336794,Price,Negative,Negative
"Our printer has worked perfectly. One annoyance is the pull-out paper tray binds on pulling it out or pushing it back in. It's cheap feeling. A puzzling thing is once in a while the printer just starts going like it does when I put new ink cartridges in, but it goes even longer than that. I know at least one person who took my recommendation and bought the same printer. It prints crisp text and excellent everyday printing color. The scanning works great, too.",Positive,371336837,Product Quality,Positive,Positive
I don’t print much so I find this a good way to get ink w/o trying to know when ink is needed.,Positive,371337288,Others,Negative,Negative
It is easy to use although I had some difficulty getting connected. One drawback however is the cost of the ink cartridges.,Positive,371337386,Price,Negative,Negative
It is easy to use although I had some difficulty getting connected. One drawback however is the cost of the ink cartridges.,Positive,371337386,Product Quality,Negative,Negative
"excellent quality-price ratio
consumption and price of ink very favorable
the ink does not dry out, the scan works fine, the only thing missing is the feeder for scanned documents
wi fi connection stable and fast",Positive,371338156,Price,Positive,Positive
"excellent quality-price ratio
consumption and price of ink very favorable
the ink does not dry out, the scan works fine, the only thing missing is the feeder for scanned documents
wi fi connection stable and fast",Positive,371338156,Product Quality,Positive,Positive
It appears to be a convenient way to purchase ink at a reasonable cost,Positive,371339326,Price,Negative,Negative
"Printer is fine, but the push for a monthly ink and paper charge is just a money grab.  I long for the days of just buying an ink cartridge when I need one. Total ripoff.",Negative,371339474,Price,Positive,Positive
"You have made it impossible for us to use refilled cartridges in this printer, therefore forcing us to use your far more expensive cartridges. Plus you are trying to put the people who sell refilled cartridges out of business!",Negative,371339651,Price,Negative,Negative
"You have made it impossible for us to use refilled cartridges in this printer, therefore forcing us to use your far more expensive cartridges. Plus you are trying to put the people who sell refilled cartridges out of business!",Negative,371339651,Customer Service,Negative,Negative
I don’t use enough copies to justify this service and when I went to cancel this service my printer was immediately rendered inoperable-I had to go get a cartridge late from Walmart-your customer service was rude on the phone to me and I am going to replace your equipment asap-I’ll donate it to a school or charity-not buying any of your products after this experience!!!!!!!!!,Negative,371339712,Product Quality,Positive,Positive
I don’t use enough copies to justify this service and when I went to cancel this service my printer was immediately rendered inoperable-I had to go get a cartridge late from Walmart-your customer service was rude on the phone to me and I am going to replace your equipment asap-I’ll donate it to a school or charity-not buying any of your products after this experience!!!!!!!!!,Negative,371339712,Customer Service,Positive,Positive
Don't use enough and wish we ink was cheaper when we do need it.,Negative,371339932,Price,Negative,Negative
It goes through ink too fast and it get expensive. I was never able to sign up for ink soecial not sure why,Negative,371340554,Price,Negative,Negative
"I've worked from home remotely for the past two plus years and are now transitioning back into the Branch. I intend to bring it back into the Branch after I return fulltime after July 2024. My Area Manager has been buying my replacement ink cartridges through our Ferguson Enterprises/Office Depot account and they ship it directly to my home in a very timely manner. I initially had problems connecting wirelessly to my computer, but with my IT's assistance set it up to connect to my docking station.",Positive,371340874,Product Quality,Positive,Positive
"I've worked from home remotely for the past two plus years and are now transitioning back into the Branch. I intend to bring it back into the Branch after I return fulltime after July 2024. My Area Manager has been buying my replacement ink cartridges through our Ferguson Enterprises/Office Depot account and they ship it directly to my home in a very timely manner. I initially had problems connecting wirelessly to my computer, but with my IT's assistance set it up to connect to my docking station.",Positive,371340874,Customer Service,Positive,Positive
"I've worked from home remotely for the past two plus years and are now transitioning back into the Branch. I intend to bring it back into the Branch after I return fulltime after July 2024. My Area Manager has been buying my replacement ink cartridges through our Ferguson Enterprises/Office Depot account and they ship it directly to my home in a very timely manner. I initially had problems connecting wirelessly to my computer, but with my IT's assistance set it up to connect to my docking station.",Positive,371340874,Delivery,Positive,Positive
"Longevity will determine my ultimate rating.  For the time being, I found your installation instructions to be something less than easy.  Your 3 months of ""free"" cartridges is something I view with distaste as a way of getting my credit card number now in the hopes I'll forget about it going forward.  If you were more sincere, you'd put 3 replacement cartridges in the box.  That said, I am a fan of HP products and bought this printer to replace an earlier version of the same model that lasted several years.",Negative,371363617,Product Quality,Positive,Positive
"Longevity will determine my ultimate rating.  For the time being, I found your installation instructions to be something less than easy.  Your 3 months of ""free"" cartridges is something I view with distaste as a way of getting my credit card number now in the hopes I'll forget about it going forward.  If you were more sincere, you'd put 3 replacement cartridges in the box.  That said, I am a fan of HP products and bought this printer to replace an earlier version of the same model that lasted several years.",Negative,371363617,Customer Service,Positive,Positive
print quality is very poor. I've used very little ink and the printer shows i have used 1/2 of each cartridge. I wished i would have saved the box so i could return it. Poorly designed .  Printed pages ended up on the floor. Very poor quality compared to my old HP.,Negative,371365014,Product Quality,Positive,Negative
The instructions weren't good and mostly you're just trying to sell me ink with limits on how many pages I can print.,Negative,371365385,Others,Positive,Positive
"Took over 6 hours with several people to get nowhere. Just go to my acct and read the recorded phone calls. Some just hung up. All I needed was help in hooking the replacement printer. Never achieved it. Hook existing printer back up. Major cause seemed to be the hp ink cartrides...still don't have the replacement printer working. Had to go out of town and will try again when I return. For such a simple need it became extremely frustrating
.",Negative,371365392,Customer Service,Negative,Positive
Saves me so much I used to have to buy 2s new ink cartridges every month and was paying $39 each. I print the same amount of documents and with HP Ink I’m paying $6.99 a month saving me $73 + tax every month,Positive,371365899,Price,Negative,Negative
"I had to use a printer cable to fully install the printer as I did my last few and had to borrow a cord since it did not come with one and now that I’m using the printer, it’s been much slower than my previous HP and it’s already out of ink, so I’m awaiting my ink from my plan.",Negative,371366050,Others,Negative,Positive
I do not  have much experience with other brands to compare. The setup instructions were simple and easy so I think it is odd that there are no instructions to insert ink cartridges which is more difficult to do than rest of instructions.,Neutral,371366332,Others,Negative,Negative
"Connecting the printer to the computers was difficult. Had to remove all software from the HP8600 printer.
The receptacle for the ink cartridges was flimsy and seemed it would easily break in comparison to the HP 8600 being replaced. The cartridge don't seem to lock in very secure. It was difficult to tell when they were properly in place.
Overall the printer does not seem to be well made.",Negative,371366767,Product Quality,Positive,Negative
"I don’t like buying printers that require me to buy ink immediately. I like getting 3 months of free ink, but don’t like being told I have sign up and pay monthly to get it. The printer seems ok, but I need to upgrade my computer to use it. That wasn’t mentioned or if it was, it wasn’t fully disclosed. I probably would have been happier buying a used one",Negative,371366844,Others,Negative,Negative
"The wifi set up was very difficult.  The black ink cartridge I received with the printer is defective and now I have wait for a replacement.  I called the customer help desk and the representative was super helpful and nice, but this did not stop me from feeling disappointed with my purchase.",Negative,371366865,Product Quality,Negative,Negative
"The wifi set up was very difficult.  The black ink cartridge I received with the printer is defective and now I have wait for a replacement.  I called the customer help desk and the representative was super helpful and nice, but this did not stop me from feeling disappointed with my purchase.",Negative,371366865,Customer Service,Negative,Negative
Your Ink is way too expensive and now I can’t use all 5 new cartridges that were working before but now with the new update these cartridges are trash.,Negative,371368595,Price,Negative,Negative
Your Ink is way too expensive and now I can’t use all 5 new cartridges that were working before but now with the new update these cartridges are trash.,Negative,371368595,Product Quality,Negative,Negative
Your Ink is way too expensive and now I can’t use all 5 new cartridges that were working before but now with the new update these cartridges are trash.,Negative,371368595,Customer Service,Negative,Negative
"I love this new HP printer. This is my third HP printer in about 15 years. I had my last one since 2016. With all the technology advances, it was time for an upgrade. Being a member of instant ink is a plus. The ease with connecting this printer wirelessly and getting tech support when I needed it also a plus. Keep up the good work.",Positive,371368777,Product Quality,Positive,Positive
"I love this new HP printer. This is my third HP printer in about 15 years. I had my last one since 2016. With all the technology advances, it was time for an upgrade. Being a member of instant ink is a plus. The ease with connecting this printer wirelessly and getting tech support when I needed it also a plus. Keep up the good work.",Positive,371368777,Customer Service,Positive,Positive
This is my 5th HP printer! I bought this printer because it is the same ink cartridge as my previous printer. I have several expensive HP ink cartridges!,Negative,371371283,Others,Positive,Positive
"First impression is that this is a solid, capable printer for my home and home office use. Has the features I want, Setup was easy. The ink cartridges do not positively ""click in"" as they do on all printers I have used over the years - a little disconcerting but seems to work ok. Since the advent of personal computers I have had quite a few printers, most of them hp.",Positive,371372221,Product Quality,Positive,Positive
"Good printer, perfectly adequate for my home needs. Well priced. Instant ink is great value. Easy to setup and worked flawlessly so far.",Positive,371372338,Price,Positive,Positive
"Good printer, perfectly adequate for my home needs. Well priced. Instant ink is great value. Easy to setup and worked flawlessly so far.",Positive,371372338,Product Quality,Positive,Positive
"Very dependable, Bluetooth printing option is great, fax and scan works great but the 4 ink cartridges are very expensive",Positive,371372464,Price,Positive,Positive
"Very dependable, Bluetooth printing option is great, fax and scan works great but the 4 ink cartridges are very expensive",Positive,371372464,Product Quality,Positive,Positive
"Required me to install using an app, but would not allow me to activate, update or install the crop on my hp pavilion laptop, and would not allow me to install the app on my iPad.  I was finally able to install the required app on my iPhone, and use the app to activate the printer.  Once printer was activated, and after several adjustments to the printer cartridges, I was finally able to printer.  Printer is loud.  I much preferred my prior HP envy printer, which was easy to use and performed great until the color cartridge leaked.",Negative,371373178,Product Quality,Positive,Positive
"Required me to install using an app, but would not allow me to activate, update or install the crop on my hp pavilion laptop, and would not allow me to install the app on my iPad.  I was finally able to install the required app on my iPhone, and use the app to activate the printer.  Once printer was activated, and after several adjustments to the printer cartridges, I was finally able to printer.  Printer is loud.  I much preferred my prior HP envy printer, which was easy to use and performed great until the color cartridge leaked.",Negative,371373178,Customer Service,Positive,Positive
The price of the product was good but the price of the ink was bad. All that downloading of drivers etc should come already installed,Negative,371373309,Price,Positive,Positive
The price of the product was good but the price of the ink was bad. All that downloading of drivers etc should come already installed,Negative,371373309,Product Quality,Positive,Positive
"It is too difficult to reach a service representative. They first have to ask you about instant ink three or four times before they give you a Representive then when do they ask you about instant. I have been waiting since March 17 to get back a return label to Hewlett-Packard. Firstly, the way they packed the return label I tore it up because it was stuck to the box. Secondly, I called for the replacement, then have not received it poor sevice",Negative,371374012,Product Quality,Negative,Negative
"It is too difficult to reach a service representative. They first have to ask you about instant ink three or four times before they give you a Representive then when do they ask you about instant. I have been waiting since March 17 to get back a return label to Hewlett-Packard. Firstly, the way they packed the return label I tore it up because it was stuck to the box. Secondly, I called for the replacement, then have not received it poor sevice",Negative,371374012,Customer Service,Negative,Negative
This printer purchase was to replace my old 4800 series printer so it was easy  to set up as the network was there already after removing all the packing and seeing how the paper loaded and fit the ink cartridges it was simple to do,Positive,371374138,Others,Positive,Positive
I had an HP printer for years and loved it. This one is not as good. Has many specific print settings but could not print my checks. Tried to set up the advertised free print for 6 months and couldn’t do it. Smaller print cartridges. Won’t allow other brands of print cartridges. Very expensive print cartridges don’t last as long as they used to because they’re smaller.,Negative,371374174,Price,Negative,Negative
I had an HP printer for years and loved it. This one is not as good. Has many specific print settings but could not print my checks. Tried to set up the advertised free print for 6 months and couldn’t do it. Smaller print cartridges. Won’t allow other brands of print cartridges. Very expensive print cartridges don’t last as long as they used to because they’re smaller.,Negative,371374174,Product Quality,Negative,Negative
I had an HP printer for years and loved it. This one is not as good. Has many specific print settings but could not print my checks. Tried to set up the advertised free print for 6 months and couldn’t do it. Smaller print cartridges. Won’t allow other brands of print cartridges. Very expensive print cartridges don’t last as long as they used to because they’re smaller.,Negative,371374174,Customer Service,Negative,Negative
I like that it is wireless. I don’t like that the cartridges do not last long enough.,Positive,371374320,Product Quality,Negative,Negative
"I ordered my printer online through Amazon.  It did not contain ink cartridges.  Had little trouble unpacking and setting up until I tried to order Instant Ink.  On the HP Smart site, I kept getting the notice ""Printer error"".  I spent HOURS---5 or 6, anyway, going through basically the same procedures trying to order the ink.  Finally, I went to YouTube, and saw a video where the operator convinced me that I needed to get the HP Smart app which I did, and it explained that the ""Printer error"" was due to the fact that I had NO PRINTER CARTRIDGES!",Negative,371374324,Product Quality,Positive,Negative
"I ordered my printer online through Amazon.  It did not contain ink cartridges.  Had little trouble unpacking and setting up until I tried to order Instant Ink.  On the HP Smart site, I kept getting the notice ""Printer error"".  I spent HOURS---5 or 6, anyway, going through basically the same procedures trying to order the ink.  Finally, I went to YouTube, and saw a video where the operator convinced me that I needed to get the HP Smart app which I did, and it explained that the ""Printer error"" was due to the fact that I had NO PRINTER CARTRIDGES!",Negative,371374324,Customer Service,Positive,Negative
"I typically feel HP printers are very good. I don't love that in order to replace my old printer, which had stopped turning on, in Instant ink with my new one I had to agree to only very use HP branded inks. While I am happy to use instant ink and thus use genuine HP ink I don't like feeling trapped and fixed in cases of emergency or future unavailability of ink when needed",Negative,371374938,Product Quality,Negative,Negative
Uses way to  much ink way to fast. And then wastes ink on stupid alignment page on new ink cartridges installed,Negative,371402696,Others,Negative,Negative
It works well and instant ink is easy and convenient,Positive,371403223,Product Quality,Positive,Positive
I love that ink is always there when I need it so I never run out.  The price is reasonable compared to finding and purchasing it at a store.  I highly recommend it to my friends.,Positive,371403540,Price,Negative,Positive
I love that ink is always there when I need it so I never run out.  The price is reasonable compared to finding and purchasing it at a store.  I highly recommend it to my friends.,Positive,371403540,Product Quality,Negative,Positive
Your online auto-refill program for ink is a joke and a scam.  It is simply a method for you to collect a monthly fee for doing nothing.  I would never receive the ink cartridges that were needed and never on time. I was still making monthly trips to Staples for ink. I finally got fed up and dropped the program.  I found out that this shut down my printer.  I threw the HP printer away and bought a Brother Printer.,Negative,371403881,Product Quality,Positive,Negative
Your online auto-refill program for ink is a joke and a scam.  It is simply a method for you to collect a monthly fee for doing nothing.  I would never receive the ink cartridges that were needed and never on time. I was still making monthly trips to Staples for ink. I finally got fed up and dropped the program.  I found out that this shut down my printer.  I threw the HP printer away and bought a Brother Printer.,Negative,371403881,Customer Service,Positive,Negative
It is good to know that inks are on the way but my printer was not printing blue and black was becoming a brownish colour before the new inks arrived and the printer had not informed me that inks were low. I had actually bought new inks before some arrived from HP but had not installed them.,Negative,371403908,Product Quality,Negative,Positive
It is good to know that inks are on the way but my printer was not printing blue and black was becoming a brownish colour before the new inks arrived and the printer had not informed me that inks were low. I had actually bought new inks before some arrived from HP but had not installed them.,Negative,371403908,Customer Service,Negative,Positive
"It's so easy to use and I don't have to worry about getting any ink or the ink levels. The ink is delivered to me and it is cost effective, also my ink is monitored by HP so they know when to send ink and when I need it.",Positive,371404001,Product Quality,Negative,Negative
"Good machine, prices high, especially ink contract costs.",Negative,371404172,Price,Positive,Positive
"Good machine, prices high, especially ink contract costs.",Negative,371404172,Product Quality,Positive,Positive
The printer was easy to set up and use.  The only problem I had was when I ran out of ink and went to replace the cartridges with the ones HP had sent me they sent the wrong ones. I had to go out and buy some. I sent my old cartridges in the return cartridge bag with the unused new HP cartridges that were the wrong ones with a short note that they had sent me the wrong ones.,Negative,371405033,Others,Negative,Negative
"I’ve had problems with staying connected to the internet for the purpose of the auto ink program.  Therefore, several times I’ve been out of ink or the ink cartridges dry out and there is no way to print successfully.",Negative,371405291,Others,Negative,Negative
"It does not tell me when the ink is too low for adequate printing. If I’m printing a 20 page document, I don’t realize until I’ve used up a bunch of paper and racked up a bunch of copies on my ink subscription that I can’t really use. It feels like an intentional way to make me buy more ink copies on my subscription (I’m already at the max for my ink subscription).  Also, the paper tray is too small. The printer also just becomes unresponsive sometimes, and we have to reset it.",Negative,371405615,Others,Negative,Negative
"Easy to use, perfect for my needs and i like the ink subscriptjo",Positive,371405689,Product Quality,Positive,Positive
I`m happy with the printer but the ink is very expensive,Positive,371406091,Price,Negative,Negative
I`m happy with the printer but the ink is very expensive,Positive,371406091,Product Quality,Negative,Negative
"I like the HP product itself I just didnt care for the printing app.
The ink that I received for my printer was just enough for 20 pages if that much, I didnt like that part of the deal!",Negative,371406103,Product Quality,Positive,Positive
I never received from you even though the cartridges were finished. I had to cancel the subscription and get another one to get the cartridges.,Negative,371407431,Customer Service,Negative,Negative
The idea of not having to buy expensive cartridges every time but being able to rely on scheduled shipping is wonderful,Positive,371407600,Price,Negative,Positive
The idea of not having to buy expensive cartridges every time but being able to rely on scheduled shipping is wonderful,Positive,371407600,Product Quality,Negative,Positive
The idea of not having to buy expensive cartridges every time but being able to rely on scheduled shipping is wonderful,Positive,371407600,Customer Service,Negative,Positive
The idea of not having to buy expensive cartridges every time but being able to rely on scheduled shipping is wonderful,Positive,371407600,Delivery,Negative,Positive
The printer is great. The ink cartridges are the problem. I buy the XL and they don’t last. They don’t print nearly as many pages as they used to. I have friends that are complaining also. I have one friend that printed 30 pages on a new cartridge and it nearly emptied the cartridge. What’s up with that?  Jmhkmh33@gmail.com,Negative,371407877,Product Quality,Negative,Negative
"Very expensive each month & only use it as I would forget to get ink each month & would need a new printer which is inconvenient. There are times that I’m stock piling ink, but I cannot cancel/skip a  month or my printer will stop printing despite having lots of ink to use.",Negative,371409033,Price,Negative,Negative
"I wasn’t using enough ink to warrant the amount I was being charged so I dropped out of the ink plan.
When I began experiencing problems printing and copying I tried to seek help with HP I received messages that I could not resolve the problem because I was not enrolled in the ink plan.  I felt trapped and duped and discarded the printer.  I will never buy any HP products again",Negative,371409675,Price,Negative,Negative
"I wasn’t using enough ink to warrant the amount I was being charged so I dropped out of the ink plan.
When I began experiencing problems printing and copying I tried to seek help with HP I received messages that I could not resolve the problem because I was not enrolled in the ink plan.  I felt trapped and duped and discarded the printer.  I will never buy any HP products again",Negative,371409675,Product Quality,Negative,Negative
"I wasn’t using enough ink to warrant the amount I was being charged so I dropped out of the ink plan.
When I began experiencing problems printing and copying I tried to seek help with HP I received messages that I could not resolve the problem because I was not enrolled in the ink plan.  I felt trapped and duped and discarded the printer.  I will never buy any HP products again",Negative,371409675,Customer Service,Negative,Negative
The printer does not stay connected to my WIFI and i have to constantly reset it. I'm also paying for the ink program and haven't received any cartridges since i bout it nearly two years ago. The troubleshooting process isn't always effective and i have to unplug the printer for days just to get it to print correctly.,Negative,371409726,Others,Negative,Negative
"We had to replace our former printer - a HP Pro in the 8000 series which was a robust and heavy machine.   Unfortunately the printhead failed and we could not fix the machine.  We are close to retirement and was unable to spend a lot of money on a new printer and bought this one and have regretted the purchase every day.  It is made from plastic and we feel the component parts are of a poor quality.  The printer fails for the slightest reason and I have to reinstall very frequently. We have wasted so much paper as when using the wireless facility and printing from another room, we do not realise that it is printing large documents for a second time when we have instructed the printer to cancel that document.  It has been a very large disappointment but we are not in a position to revert to the machine that we so liked before.",Negative,371410708,Product Quality,Positive,Positive
The ink cartridge has to be shaken in in order to have good print quality even though ink cartridges are not low.,Negative,371410723,Product Quality,Negative,Positive
"Very good basic,small printer, ink hog though",Positive,371410798,Product Quality,Positive,Positive
"My first printer lasted a good long time.  This one is acting up a bit.  I have found your customer service people to be kind, skilled. knowledgeable about everything related to my needs, so I will be calling in pretty soon.  BUT the major good reason to work with HP is your instant ink program!!!  Free ink on a chosen fee per month?  Well, Duh!!  That's a no-brainer.  Permanent customers have to be lining up at the door.  I have told people every time I get a chance!!",Positive,371411626,Customer Service,Positive,Positive
I don't print that many pages over the year so when the life span of the cartridge is just. few pages that really irks me. I seriously doubt I'll purchase an HP printer again in the future.,Negative,371412711,Product Quality,Negative,Negative
It would not work most of the time. The ink cartridge would be blocked if you did not join their ink plan making the printer useless,Negative,371413098,Others,Negative,Negative
Our printer is not working for how many months now. I bought a new ink it didn’t work. We can’t even scan or print so its just stuck we cannot use it anymore. Its a new printer.,Negative,371413379,Others,Negative,Positive
I like the fact that HP sends me replacement inks in the mail and I don't have to go out shopping for it or searching for what I need for my printer.,Positive,371413525,Product Quality,Positive,Negative
I like the fact that HP sends me replacement inks in the mail and I don't have to go out shopping for it or searching for what I need for my printer.,Positive,371413525,Customer Service,Positive,Negative
I like the fact that HP sends me replacement inks in the mail and I don't have to go out shopping for it or searching for what I need for my printer.,Positive,371413525,Delivery,Positive,Negative
It's good for a home printer. Sometimes the ink doesn't come out very well,Positive,371413551,Product Quality,Positive,Positive
"The reason is the subscription I signed up for to receive ink as needed but now I’m realizing it’s based on number of pages and I’m being charged for printing extra pages. And to add insult to injury, the number of pages you claim I have printed is not accurate. 
I’m using the printer in my classroom and print about 3-10 pages weekly.",Negative,371413726,Others,Negative,Negative
Printer is easy to use and quality is good but it eats lot of ink too fast. Cost per page of printing or photocopying is too high,Positive,371413798,Price,Positive,Positive
Printer is easy to use and quality is good but it eats lot of ink too fast. Cost per page of printing or photocopying is too high,Positive,371413798,Product Quality,Positive,Positive
"The scanner/printer was easy to set up.  It works all the time with no issues.  And, I can get small printing cartridges.  That's very important to me as I don't print often.  Buying large cartridges is a waste for me as they dry up before I can use them.",Positive,371414018,Product Quality,Positive,Positive
"The p 6000 is easy to set up, easy to use, and changing ink cartrages is simple.",Positive,371414208,Others,Positive,Positive
I’ve been charged for ink several times and not received any,Negative,371415651,Price,Negative,Negative
It has been a very good printer. The ink is too expensive and the cartridges do not last long enough. The printer itself is easy to use and does a good print job.,Positive,371415903,Others,Positive,Positive
"This printer drops the wifi connection far too often and every time it's turned off, I have had to reconfigure the wifi settings; it doesn't save them. Furthermore, the ink I paid for thru the subscription can't be used since I canceled it.",Negative,371416571,Others,Negative,Negative
Don’t like the subscription service.  You charge me every month but have never ever sent me new cartridges,Negative,371416605,Customer Service,Negative,Negative
"Your ink delivery did not work, and you are unreachable.",Negative,371416699,Product Quality,Negative,Positive
"Your ink delivery did not work, and you are unreachable.",Negative,371416699,Customer Service,Negative,Positive
"Your ink delivery did not work, and you are unreachable.",Negative,371416699,Delivery,Negative,Positive
I dont use my printer often. When I do the ink prints as if it were running. It skips. Its  unclear. The only time it looks good is if I put a brand new cartridge in. I can't put a brand new cartridge in every time I use the printer.,Negative,371417157,Others,Positive,Positive
I have stopped receiving ink despite making payments and my ink has finished. Very poor service as there is no way to contact the customer service to make a complaint.,Negative,371417418,Product Quality,Negative,Negative
I have stopped receiving ink despite making payments and my ink has finished. Very poor service as there is no way to contact the customer service to make a complaint.,Negative,371417418,Customer Service,Negative,Negative
The cartridges do not last long and costs as much as the printer,Negative,371422633,Price,Positive,Positive
The cartridges do not last long and costs as much as the printer,Negative,371422633,Product Quality,Positive,Positive
We bought this to replace another HP for which you kept sending the wrong ink  - the new one would not connect to our internet and your 'customer service' was no help so we ditched yours and bought an Epson!,Negative,371423935,Product Quality,Positive,Positive
We bought this to replace another HP for which you kept sending the wrong ink  - the new one would not connect to our internet and your 'customer service' was no help so we ditched yours and bought an Epson!,Negative,371423935,Customer Service,Positive,Positive
